,3LargestGFA,ListOfAllPropertyUseTypes,FirstUseType,SecondLargestPropertyUseType,YearBuilt,NumberofFloors,NumberofBuildings,Latitude,Longitude,Neighborhood,SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu)
349,95032.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1970,5,1.0,47.62224,-122.3585,MAGNOLIA / QUEEN ANNE,3493093.75,3493093.0,0.0,0.0
350,87178.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1971,5,1.0,47.62014,-122.35768,MAGNOLIA / QUEEN ANNE,3484915.5,3484915.0,0.0,0.0
351,196749.0,"Medical Office, Parking",Medical Office,Parking,1988,4,1.0,47.65821,-122.31831,NORTHEAST,19165116.0,11703547.0,7461566.0,0.0
352,95995.0,Medical Office,Medical Office,,1994,4,1.0,47.65884,-122.3183,NORTHEAST,8422861.0,8005293.0,417567.0,0.0
353,111445.0,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Restaurant/Bar, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store, Self-Storage Facility, Vocat",Self-Storage Facility,,1946,2,2.0,47.66838,-122.3931,BALLARD,5697472.5,3007514.0,2689958.0,0.0
354,98475.0,Non-Refrigerated Warehouse,Warehouse,,1997,4,1.0,47.56885,-122.37121,SOUTHWEST,1090496.625,768997.0,321500.0,0.0
355,215602.0,Hospital (General Medical & Surgical),Hospital,,2000,7,1.0,47.62667,-122.32965,LAKE UNION,42709624.0,26781892.0,15927728.0,0.0
356,121087.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,1995,2,1.0,47.7237,-122.29232,NORTH,14512786.0,10680826.0,3831959.0,0.0
357,63225.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,2008,1,1.0,47.56895,-122.33775,GREATER DUWAMISH,6522551.5,6522551.0,0.0,0.0
358,113780.0,"Office, Other - Services",Other,Office,1955,1,1.0,47.56548,-122.35378,DELRIDGE,3574542.25,1470885.0,2103657.0,0.0
359,325424.0,Non-Refrigerated Warehouse,Warehouse,,1999,1,1.0,47.56419,-122.34262,GREATER DUWAMISH,1396082.25,700977.0,695105.0,0.0
360,280252.0,"Office, Parking, Retail Store",Parking,Office,2001,3,1.0,47.64942,-122.35024,LAKE UNION,11521702.0,11521701.0,0.0,0.0
361,87000.0,"Other, Parking",Other,Parking,1952,3,1.0,47.63549,-122.34103,MAGNOLIA / QUEEN ANNE,6876439.5,6876438.0,0.0,0.0
362,107931.0,Retail Store,Retail Store,,1997,1,1.0,47.72053,-122.34739,NORTHWEST,8773058.0,7704514.0,1068542.0,0.0
363,67155.0,Non-Refrigerated Warehouse,Warehouse,,1999,3,1.0,47.72377,-122.34095,NORTHWEST,784364.5,680865.0,103500.0,0.0
364,124231.0,"Parking, Strip Mall",Strip Mall,Parking,1964,1,6.0,47.72546,-122.34659,NORTHWEST,9814820.0,6390148.0,3424670.0,0.0
365,144776.0,Wholesale Club/Supercenter,Supermarket / Grocery Store,,1984,1,1.0,47.72803,-122.34214,NORTHWEST,13424079.0,10307295.0,3116783.0,0.0
366,114117.0,"Retail Store, Supermarket/Grocery Store",Retail Store,Supermarket/Grocery Store,1967,1,1.0,47.7249,-122.34332,NORTHWEST,17225444.0,7836595.0,9388848.0,0.0
367,50065.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,1997,1,1.0,47.7235,-122.34458,NORTHWEST,8663691.0,6528390.0,2135300.0,0.0
368,96504.0,Office,Large Office,,1988,3,1.0,47.65086,-122.35412,LAKE UNION,4991360.5,4989211.0,2149.0,0.0
369,90000.0,Office,Small- and Mid-Sized Office,,2000,4,1.0,47.64963,-122.35158,LAKE UNION,3897738.0,3897737.0,0.0,0.0
370,95941.0,"Office, Parking",Small- and Mid-Sized Office,Parking,2001,3,1.0,47.64849,-122.35041,LAKE UNION,5413418.0,5413417.0,0.0,0.0
371,253972.0,"Data Center, Office, Parking, Restaurant",Large Office,Parking,1999,3,1.0,47.64822,-122.34848,LAKE UNION,11325513.0,10986553.0,336610.0,0.0
372,163544.0,"Office, Parking",Large Office,Parking,1999,4,1.0,47.64882,-122.34905,LAKE UNION,8651835.0,8116657.0,535178.0,0.0
373,209296.0,"Data Center, Library, Non-Refrigerated Warehouse, Office, Other - Entertainment/Public Assembly, Other - Recreation, Other - Services, Restaurant, Social/Meeting Hall",Mixed Use Property,Other - Recreation,1991,6,1.0,47.6074,-122.33777,DOWNTOWN,52960796.0,34936812.0,475560.0,17548416.0
374,351426.0,"Office, Parking",Large Office,Parking,1982,5,1.0,47.55146,-122.32832,GREATER DUWAMISH,7683885.0,7683884.0,0.0,0.0
375,90000.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1967,2,1.0,47.54983,-122.32858,GREATER DUWAMISH,1429146.375,1272922.0,156224.0,0.0
376,50200.0,Retail Store,Retail Store,,1966,1,1.0,47.55032,-122.32614,GREATER DUWAMISH,1047461.0,507461.0,540000.0,0.0
377,83237.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store",Small- and Mid-Sized Office,Retail Store,1925,6,1.0,47.66891,-122.38528,BALLARD,4758198.0,2871051.0,1887147.0,0.0
378,63240.0,Non-Refrigerated Warehouse,Warehouse,,1941,2,1.0,47.66724,-122.38553,BALLARD,227566.7031,85409.0,142158.0,0.0
379,313198.0,"Parking, Retail Store",Parking,Retail Store,2008,5,1.0,47.66233,-122.3748,BALLARD,17085344.0,10708106.0,6377238.0,0.0
380,139093.0,"Parking, Self-Storage Facility",Self-Storage Facility,Parking,1988,4,1.0,47.64676,-122.37581,MAGNOLIA / QUEEN ANNE,465533.3125,465533.0,0.0,0.0
381,106041.0,Non-Refrigerated Warehouse,Warehouse,,1997,4,1.0,47.65567,-122.37478,MAGNOLIA / QUEEN ANNE,1123943.0,739343.0,384600.0,0.0
382,94470.0,Self-Storage Facility,Self-Storage Facility,,1956,3,1.0,47.63634,-122.3754,MAGNOLIA / QUEEN ANNE,1000796.875,432859.0,567938.0,0.0
383,179941.0,"Office, Other, Parking",Large Office,Parking,2002,10,1.0,47.59963,-122.32796,DOWNTOWN,7637986.0,7637985.0,0.0,0.0
385,22780.0,Non-Refrigerated Warehouse,Warehouse,,1966,1,1.0,47.54769,-122.3251,GREATER DUWAMISH,402051.3125,402051.0,0.0,0.0
386,124423.0,"Distribution Center, Parking",Distribution Center,Parking,1967,1,1.0,47.54187,-122.32714,GREATER DUWAMISH,5464762.0,1145957.0,4318805.0,0.0
387,305443.79688,"Office, Parking",Large Office,Parking,1970,22,1.0,47.60411,-122.33225,DOWNTOWN,8493420.0,8493419.0,0.0,0.0
388,49918.0,"Distribution Center, Parking",Distribution Center,Parking,1967,1,1.0,47.54187,-122.32714,GREATER DUWAMISH,1529510.25,836261.0,693249.0,0.0
389,57540.0,Distribution Center,Distribution Center,,1969,1,1.0,47.54621,-122.33486,GREATER DUWAMISH,2582687.0,1310981.0,1271706.0,0.0
390,85400.0,Non-Refrigerated Warehouse,Warehouse,,1966,1,1.0,47.54853,-122.32814,GREATER DUWAMISH,1536998.25,1536998.0,0.0,0.0
391,55700.0,Non-Refrigerated Warehouse,Warehouse,,1966,1,1.0,47.54912,-122.32819,GREATER DUWAMISH,519806.0938,519806.0,0.0,0.0
392,52759.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1964,1,1.0,47.54965,-122.3278,GREATER DUWAMISH,1794187.25,1048173.0,746014.0,0.0
393,78672.0,Office,Small- and Mid-Sized Office,,1987,6,1.0,47.62476,-122.34843,MAGNOLIA / QUEEN ANNE,2179719.75,1888502.0,291217.0,0.0
394,64660.0,Non-Refrigerated Warehouse,Warehouse,,1986,3,1.0,47.71286,-122.34422,NORTHWEST,325513.0,237813.0,87700.0,0.0
395,75844.0,"Office, Other, Parking",Mixed Use Property,Office,1927,2,1.0,47.61552,-122.31744,EAST,3684188.5,3406851.0,277337.0,0.0
396,162425.0,Distribution Center,Distribution Center,,1968,1,1.0,47.5701,-122.33342,GREATER DUWAMISH,9357230.0,6332002.0,3025227.0,0.0
397,101101.0,Distribution Center,Distribution Center,,1949,1,1.0,47.56874,-122.33303,GREATER DUWAMISH,21795830.0,21779250.0,16577.0,0.0
398,59504.0,Distribution Center,Distribution Center,,1980,1,1.0,47.57023,-122.33241,GREATER DUWAMISH,1061458.25,527872.0,533586.0,0.0
399,56860.0,"Office, Other",Other,Office,1940,1,1.0,47.56785,-122.33361,GREATER DUWAMISH,5094197.0,4253264.0,840932.0,0.0
400,104099.0,"Office, Parking, Refrigerated Warehouse",Refrigerated Warehouse,Office,1953,1,1.0,47.56637,-122.33273,GREATER DUWAMISH,17695420.0,17283711.0,411705.0,0.0
401,51722.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,2003,1,1.0,47.69267,-122.35506,NORTHWEST,14715262.0,7956442.0,6758820.0,0.0
402,44431.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1980,1,1.0,47.73315,-122.3105,NORTH,11054535.0,6817771.0,4236763.0,0.0
403,222546.0,"Office, Parking, Retail Store",Large Office,Parking,2005,6,1.0,47.62029,-122.33078,LAKE UNION,9058916.0,7877393.0,0.0,0.0
404,98863.0,Retail Store,Retail Store,,1996,4,1.0,47.62,-122.33027,LAKE UNION,9937707.0,7307906.0,2629800.0,0.0
405,75780.0,"Office, Other - Services, Parking",Small- and Mid-Sized Office,Parking,1914,2,1.0,47.59367,-122.30957,CENTRAL,5444253.5,5431426.0,12827.0,0.0
406,68874.0,"Office, Other",Small- and Mid-Sized Office,Other,1970,1,1.0,47.59388,-122.31124,GREATER DUWAMISH,3181045.5,1705793.0,1475252.0,0.0
407,102290.0,"Office, Parking",Large Office,Parking,2006,3,1.0,47.66517,-122.30186,NORTHEAST,6062770.5,5913177.0,149593.0,0.0
408,74864.0,Other,Other,,1926,3,1.0,47.6144,-122.30982,CENTRAL,12232124.0,12232122.0,0.0,0.0
409,323916.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1991,2,1.0,47.56407,-122.32765,GREATER DUWAMISH,8024064.5,3548085.0,4475979.0,0.0
410,459456.89844,"Medical Office, Office, Parking",Mixed Use Property,Parking,1932,14,1.0,47.5928,-122.31599,GREATER DUWAMISH,21027396.0,18843504.0,2183891.0,0.0
411,78635.0,"Data Center, Office, Parking",Small- and Mid-Sized Office,Parking,1978,4,1.0,47.64037,-122.32626,LAKE UNION,4855036.5,4855036.0,0.0,0.0
412,97608.0,"Distribution Center, Office",Distribution Center,Office,1989,2,1.0,47.53687,-122.33316,GREATER DUWAMISH,1988334.5,1373037.0,615298.0,0.0
413,45000.0,"Office, Other, Parking",Mixed Use Property,Parking,1928,1,1.0,47.62405,-122.33084,LAKE UNION,2603931.25,1612547.0,991384.0,0.0
414,145171.0,"Office, Parking",Large Office,Parking,1990,5,1.0,47.62488,-122.33007,LAKE UNION,5135040.0,5135039.0,0.0,0.0
415,302812.0,Retail Store,Retail Store,,1950,2,1.0,47.70759,-122.3255,NORTH,7290824.5,5590290.0,1700534.0,0.0
416,78200.0,Office,Small- and Mid-Sized Office,,1974,5,1.0,47.70744,-122.33171,NORTHWEST,9080022.0,4089680.0,4990341.0,0.0
417,98539.0,Strip Mall,Strip Mall,,1969,2,1.0,47.7094,-122.31843,NORTH,5450441.5,5266334.0,184107.0,0.0
418,86483.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1981,6,1.0,47.70732,-122.33279,NORTHWEST,6361236.5,6361236.0,0.0,0.0
419,51600.0,"Distribution Center, Office",Distribution Center,Office,1976,1,1.0,47.53926,-122.34143,DELRIDGE,1124543.125,815508.0,309035.0,0.0
420,140520.0,Non-Refrigerated Warehouse,Warehouse,,1968,1,1.0,47.53689,-122.33847,DELRIDGE,2225512.0,1310524.0,914988.0,0.0
421,157933.0,"Office, Parking",Large Office,Parking,1986,5,1.0,47.63116,-122.34193,MAGNOLIA / QUEEN ANNE,4636396.5,4060681.0,575715.0,0.0
422,161789.0,"Medical Office, Parking",Parking,Medical Office,2005,3,1.0,47.70887,-122.33494,NORTHWEST,6963616.5,6947606.0,16010.0,0.0
423,63909.0,"Medical Office, Retail Store",Medical Office,Retail Store,2005,3,1.0,47.7126,-122.33782,NORTHWEST,4765753.5,4765753.0,0.0,0.0
424,56879.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1948,2,1.0,47.69814,-122.34295,NORTHWEST,971155.625,381025.0,590131.0,0.0
425,50417.0,Non-Refrigerated Warehouse,Warehouse,,1980,1,1.0,47.52696,-122.32913,GREATER DUWAMISH,1847401.0,855017.0,992384.0,0.0
426,43728.0,Restaurant,Restaurant,,1900,1,1.0,47.60613,-122.34115,DOWNTOWN,11508035.0,0.0,11508035.0,0.0
427,133298.0,Medical Office,Medical Office,,1961,3,1.0,47.70449,-122.33272,NORTHWEST,15640994.0,11600182.0,4040810.0,0.0
428,173106.0,Retail Store,Retail Store,,1965,2,1.0,47.70759,-122.3255,NORTH,6455828.5,5456882.0,998946.0,0.0
429,281318.0,"Laboratory, Office, Parking",Mixed Use Property,Laboratory,2002,5,1.0,47.63451,-122.32505,LAKE UNION,47102428.0,29154854.0,17947572.0,0.0
430,175360.0,"Office, Parking",Large Office,Parking,2000,4,1.0,47.6244,-122.33157,LAKE UNION,6486377.5,6486377.0,0.0,0.0
431,104786.0,Non-Refrigerated Warehouse,Warehouse,,1969,2,1.0,47.56089,-122.33474,GREATER DUWAMISH,1028376.875,666718.0,361659.0,0.0
432,51427.0,Other,Other,,2000,1,1.0,47.55787,-122.335,GREATER DUWAMISH,1770027.5,955967.0,814060.0,0.0
433,110689.0,Other,Other,,1973,1,1.0,47.55741,-122.33163,GREATER DUWAMISH,2339814.25,356328.0,1983486.0,0.0
434,53620.0,Office,Small- and Mid-Sized Office,,1948,1,1.0,47.5563,-122.33186,GREATER DUWAMISH,2058955.25,1890584.0,168371.0,0.0
435,50008.0,Office,Small- and Mid-Sized Office,,1938,1,1.0,47.55623,-122.33316,GREATER DUWAMISH,3202213.0,2270837.0,931375.0,0.0
436,305872.0,"Office, Parking",Large Office,Parking,2009,4,1.0,47.6252,-122.36737,MAGNOLIA / QUEEN ANNE,6657348.5,6585119.0,72228.0,0.0
437,50832.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1957,1,1.0,47.56549,-122.33221,GREATER DUWAMISH,2551022.25,613991.0,1937032.0,0.0
438,76486.0,Refrigerated Warehouse,Refrigerated Warehouse,,1971,1,1.0,47.56158,-122.32754,GREATER DUWAMISH,2843033.5,2832924.0,10109.0,0.0
439,98480.0,Non-Refrigerated Warehouse,Warehouse,,1956,1,1.0,47.56558,-122.32889,GREATER DUWAMISH,2831565.5,2403347.0,428218.0,0.0
440,77159.0,"Multifamily Housing, Parking, Restaurant, Retail Store",Mixed Use Property,Parking,1904,2,1.0,47.66113,-122.33572,LAKE UNION,3441643.25,2574531.0,867112.0,0.0
441,155185.0,"Laboratory, Office, Parking",Mixed Use Property,Parking,2008,3,1.0,47.63465,-122.32592,LAKE UNION,22530168.0,12047762.0,10482405.0,0.0
442,169785.0,"Other, Parking",Other,Parking,1920,3,1.0,47.63108,-122.32746,LAKE UNION,19155416.0,13249663.0,5905752.0,0.0
443,135194.0,"Food Service, Office, Parking, Restaurant",Large Office,Restaurant,1971,11,1.0,47.63,-122.3396,LAKE UNION,13898181.0,8069980.0,5828201.0,0.0
444,125253.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1970,7,1.0,47.63376,-122.33968,LAKE UNION,5662234.0,5662234.0,0.0,0.0
445,93020.0,Non-Refrigerated Warehouse,Warehouse,,1974,1,1.0,47.55515,-122.3275,GREATER DUWAMISH,1252323.875,1252324.0,0.0,0.0
446,22999.600098,"Office, Other",Other,Office,1946,1,1.0,47.6153,-122.35014,DOWNTOWN,711118.375,260639.0,450480.0,0.0
447,54434.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,2002,1,1.0,47.52095,-122.26825,SOUTHEAST,13133225.0,8474644.0,4658580.0,0.0
449,78564.0,Office,Small- and Mid-Sized Office,,1904,5,1.0,47.59895,-122.33379,DOWNTOWN,2830674.75,2830674.0,0.0,0.0
450,88945.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1906,7,1.0,47.59855,-122.33327,DOWNTOWN,6606832.5,4685851.0,1920981.0,0.0
451,63871.0,Office,Small- and Mid-Sized Office,,1907,6,1.0,47.59856,-122.33379,DOWNTOWN,2853189.5,2853189.0,0.0,0.0
452,60686.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1900,4,1.0,47.59979,-122.3338,DOWNTOWN,2178074.5,1245123.0,161866.0,771085.1875
453,70343.0,"Enclosed Mall, Office",Small- and Mid-Sized Office,Enclosed Mall,1900,4,1.0,47.60035,-122.33379,DOWNTOWN,2094724.625,1846842.0,247883.0,0.0
454,60227.0,"Office, Restaurant, Retail Store",Small- and Mid-Sized Office,Retail Store,1900,6,1.0,47.60146,-122.33248,DOWNTOWN,3570161.75,3570162.0,0.0,0.0
455,144402.0,"Office, Retail Store",Large Office,Retail Store,1900,4,1.0,47.59962,-122.33247,DOWNTOWN,7655751.0,6196714.0,1059498.0,399538.3125
456,160580.0,Office,Large Office,,1907,7,1.0,47.59858,-122.33198,DOWNTOWN,4336187.5,3014081.0,974898.0,347207.9063
457,66099.0,"Non-Refrigerated Warehouse, Office, Retail Store",Small- and Mid-Sized Office,Non-Refrigerated Warehouse,1909,6,1.0,47.60159,-122.32915,DOWNTOWN,3212269.0,3212269.0,0.0,0.0
458,65340.0,"Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,Office,1906,3,1.0,47.59871,-122.3299,DOWNTOWN,1904480.0,1904480.0,0.0,0.0
459,56700.0,"Distribution Center, Non-Refrigerated Warehouse, Office",Mixed Use Property,Distribution Center,1910,3,1.0,47.59334,-122.32905,GREATER DUWAMISH,2371575.0,2045416.0,326159.0,0.0
460,81754.0,"Non-Refrigerated Warehouse, Retail Store",Warehouse,Retail Store,1922,1,1.0,47.59366,-122.32666,GREATER DUWAMISH,2153603.5,1058065.0,1095539.0,0.0
461,76104.0,"Distribution Center, Office, Other",Other,Distribution Center,1953,2,1.0,47.57941,-122.33131,GREATER DUWAMISH,3978277.0,1705403.0,2272874.0,0.0
462,98778.0,"Distribution Center, Office",Distribution Center,Office,1962,2,1.0,47.57658,-122.33054,GREATER DUWAMISH,3155496.0,2024573.0,1130923.0,0.0
463,142901.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,1941,2,2.0,47.58444,-122.33282,GREATER DUWAMISH,2244317.0,2244317.0,0.0,0.0
464,104869.0,Office,Large Office,,1900,4,1.0,47.58361,-122.33369,GREATER DUWAMISH,4374646.0,4374645.0,0.0,0.0
465,78814.0,Non-Refrigerated Warehouse,Warehouse,,1954,1,1.0,47.58781,-122.33264,GREATER DUWAMISH,861972.875,635127.0,226846.0,0.0
466,58470.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Small- and Mid-Sized Office,Non-Refrigerated Warehouse,1904,4,1.0,47.59486,-122.33368,GREATER DUWAMISH,1776411.75,1152375.0,624037.0,0.0
467,67540.0,"Distribution Center, Office, Parking",Distribution Center,Office,1910,6,1.0,47.59403,-122.33367,GREATER DUWAMISH,2688675.75,2688675.0,0.0,0.0
468,53270.0,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,Non-Refrigerated Warehouse,1907,4,1.0,47.59363,-122.33371,GREATER DUWAMISH,1056782.125,1056782.0,0.0,0.0
469,53636.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1904,4,1.0,47.59701,-122.33378,DOWNTOWN,5608600.5,3457540.0,2151060.0,0.0
470,76426.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1909,6,1.0,47.59639,-122.33368,DOWNTOWN,2891605.0,2891229.0,376.0,0.0
471,184322.0,"Data Center, Office",Large Office,Data Center,1904,7,1.0,47.59806,-122.33475,DOWNTOWN,9722890.0,9722889.0,0.0,0.0
472,285914.0,"Office, Retail Store",Large Office,Retail Store,2009,7,1.0,47.59767,-122.33467,DOWNTOWN,25567108.0,25482582.0,84524.0,0.0
473,63000.0,Office,Small- and Mid-Sized Office,,1914,2,1.0,47.59202,-122.33486,GREATER DUWAMISH,5968153.5,2952139.0,3016015.0,0.0
474,269792.0,"Distribution Center, Office, Other, Other - Recreation, Parking",Mixed Use Property,Office,2009,6,1.0,47.58924,-122.33566,GREATER DUWAMISH,63835192.0,63822136.0,13053.0,0.0
475,144050.0,Non-Refrigerated Warehouse,Warehouse,,1926,7,1.0,47.58365,-122.33467,GREATER DUWAMISH,3929371.0,2389825.0,1539546.0,0.0
476,60384.0,Office,Small- and Mid-Sized Office,,1930,3,1.0,47.58252,-122.33465,GREATER DUWAMISH,5049446.5,4788414.0,261032.0,0.0
477,1502329.0,"Non-Refrigerated Warehouse, Office, Retail Store",Large Office,Retail Store,1912,6,1.0,47.58181,-122.33534,GREATER DUWAMISH,74130576.0,67760546.0,6370020.0,0.0
478,107704.0,Retail Store,Retail Store,,1993,1,1.0,47.57842,-122.33558,GREATER DUWAMISH,7221482.5,6136093.0,1085388.0,0.0
479,99084.0,Non-Refrigerated Warehouse,Warehouse,,1926,1,1.0,47.57096,-122.3355,GREATER DUWAMISH,1618110.375,795088.0,823022.0,0.0
480,72719.0,Distribution Center,Distribution Center,,1953,1,1.0,47.56676,-122.35247,DELRIDGE,2581741.75,2045435.0,536307.0,0.0
481,76624.0,Office,Small- and Mid-Sized Office,,1930,4,1.0,47.59534849,-122.327269,EAST,2773647.5,2468547.0,305100.0,0.0
482,91706.0,"Office, Other, Parking",Small- and Mid-Sized Office,Parking,2001,6,1.0,47.66158,-122.31625,NORTHEAST,8570571.0,8570570.0,0.0,0.0
483,132398.0,"Medical Office, Other, Parking",Medical Office,Parking,2008,5,1.0,47.62395,-122.33392,LAKE UNION,19248732.0,11800324.0,7448407.0,0.0
484,135304.0,"Office, Parking",Large Office,Parking,1991,5,1.0,47.56787,-122.36419,DELRIDGE,8381834.5,8381833.0,0.0,0.0
485,56576.0,Retail Store,Retail Store,,1973,1,1.0,47.56664,-122.32346,GREATER DUWAMISH,2409429.0,1315085.0,1094344.0,0.0
487,200184.0,Medical Office,Medical Office,,2004,0,1.0,47.60979,-122.32298,EAST,20560622.0,12744957.0,0.0,7815663.0
488,793059.0,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Mixed Use Property,Multifamily Housing,2006,0,1.0,47.61783,-122.33729,DOWNTOWN,39403320.0,29432803.0,9970512.0,0.0
489,312512.0,"Data Center, Office, Restaurant",Large Office,Data Center,2000,11,1.0,47.59794,-122.32767,DOWNTOWN,25747022.0,25619164.0,127855.0,0.0
490,1567530.0,"Data Center, Financial Office, Office, Parking, Restaurant",Large Office,Parking,2005,42,1.0,47.6074,-122.33777,DOWNTOWN,56498868.0,55123924.0,388532.0,986403.1875
491,73593.0,"Data Center, Office, Retail Store",Small- and Mid-Sized Office,Data Center,1926,6,1.0,47.61077,-122.3361,DOWNTOWN,2478025.25,2478025.0,0.0,0.0
492,197408.0,Medical Office,Medical Office,,1985,10,1.0,47.61002,-122.32222,EAST,17254810.0,16260654.0,0.0,994154.3125
493,113739.0,Medical Office,Medical Office,,1987,7,1.0,47.60649,-122.31121,CENTRAL,5792926.0,5792925.0,0.0,0.0
494,109758.0,Retail Store,Retail Store,,2005,1,1.0,47.53655,-122.36377,DELRIDGE,5417598.0,4182901.0,1234697.0,0.0
495,287635.0,"Medical Office, Parking",Medical Office,Parking,2008,9,1.0,47.60707,-122.3288,EAST,14751117.0,14155468.0,595647.0,0.0
496,239898.0,"Medical Office, Parking",Medical Office,Parking,1973,19,1.0,47.60883,-122.32494,EAST,15067340.0,11473398.0,0.0,3593940.25
497,143562.0,"Office, Retail Store",Large Office,Retail Store,1900,6,1.0,47.60353,-122.33558,DOWNTOWN,8138616.5,4325997.0,1743952.0,2068666.75
498,56500.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1900,6,1.0,47.60197,-122.33437,DOWNTOWN,3065954.5,3065954.0,0.0,0.0
499,72000.0,Office,Small- and Mid-Sized Office,,1925,4,1.0,47.59554,-122.32471,GREATER DUWAMISH,2729167.75,2632591.0,96576.0,0.0
500,183000.0,"Office, Parking",Large Office,Parking,2000,4,1.0,47.63347,-122.34078,MAGNOLIA / QUEEN ANNE,5101504.5,5101504.0,0.0,0.0
501,61527.0,"Other - Recreation, Parking, Swimming Pool",Other,Parking,2001,3,1.0,47.56797,-122.36711,DELRIDGE,9029489.0,3670762.0,5358726.0,0.0
502,107427.0,"Parking, Strip Mall",Strip Mall,Parking,1994,1,3.0,47.56961,-122.28881,SOUTHEAST,20725996.0,12356956.0,8369038.0,0.0
504,333851.0,"Office, Other, Parking",Large Office,Parking,2008,14,1.0,47.61567,-122.33503,DOWNTOWN,15725581.0,15566951.0,158627.0,0.0
506,81385.0,Lifestyle Center,Lifestyle Center,,1994,2,3.0,47.62476,-122.35521,MAGNOLIA / QUEEN ANNE,13085297.0,9206777.0,3878519.0,0.0
507,489375.0,"Office, Parking",Large Office,Parking,2001,23,1.0,47.6115,-122.33278,DOWNTOWN,16020642.0,16020640.0,0.0,0.0
509,275892.0,"Office, Parking",Parking,Office,1983,6,1.0,47.61234,-122.34897,DOWNTOWN,5233553.5,5233553.0,0.0,0.0
510,98668.0,Office,Small- and Mid-Sized Office,,1982,5,1.0,47.62497,-122.35965,MAGNOLIA / QUEEN ANNE,4391348.0,4391348.0,0.0,0.0
511,141396.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Large Office,Multifamily Housing,2007,1,1.0,47.57639,-122.32072,GREATER DUWAMISH,8751704.0,7938248.0,813455.0,0.0
512,105100.0,Office,Large Office,,1978,1,1.0,47.65692,-122.37059,MAGNOLIA / QUEEN ANNE,22078064.0,17657706.0,4420357.0,0.0
513,60000.0,"Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Supermarket / Grocery Store,Retail Store,2008,1,1.0,47.63718,-122.37734,MAGNOLIA / QUEEN ANNE,12525174.0,0.0,0.0,0.0
514,50660.0,Retail Store,Retail Store,,1978,1,1.0,47.63284,-122.37712,MAGNOLIA / QUEEN ANNE,2661488.0,1747974.0,913514.0,0.0
515,39879.0,Office,Small- and Mid-Sized Office,,1937,2,1.0,47.63156,-122.37551,MAGNOLIA / QUEEN ANNE,2203026.5,1328054.0,874972.0,0.0
516,165111.0,"Data Center, Office, Parking",Large Office,Parking,2000,4,1.0,47.62302,-122.36476,MAGNOLIA / QUEEN ANNE,25478086.0,25478083.0,0.0,0.0
518,20565.0,Office,Small- and Mid-Sized Office,,1925,3,1.0,47.61588,-122.34965,DOWNTOWN,802312.5,802312.0,0.0,0.0
519,156707.0,"Office, Parking",Large Office,Parking,2000,5,1.0,47.62175,-122.36313,MAGNOLIA / QUEEN ANNE,7857972.5,7857972.0,0.0,0.0
520,183964.0,"Data Center, Office, Parking",Large Office,Parking,2008,5,1.0,47.62101,-122.36188,MAGNOLIA / QUEEN ANNE,14856199.0,14856198.0,0.0,0.0
521,188826.0,"Office, Parking",Large Office,Parking,1986,5,1.0,47.61891,-122.35958,MAGNOLIA / QUEEN ANNE,5514308.5,3817281.0,1697027.0,0.0
522,280902.0,"Office, Other, Parking",Large Office,Parking,1986,7,1.0,47.61813,-122.35833,DOWNTOWN,12729858.0,12729856.0,0.0,0.0
