,3LargestGFA,ListOfAllPropertyUseTypes,FirstUseType,SecondLargestPropertyUseType,YearBuilt,NumberofFloors,NumberofBuildings,Latitude,Longitude,Neighborhood,SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu)
2686,26000.0,"Office, Other - Entertainment/Public Assembly",Mixed Use Property,Other - Entertainment/Public Assembly,1966,3,1.0,47.59938,-122.33197,DOWNTOWN,1063035.875,820061.0,242975.0,0.0
2687,16381.0,"Office, Restaurant",Small- and Mid-Sized Office,Restaurant,1900,3,1.0,47.59954,-122.33201,DOWNTOWN,1938776.75,1280095.0,658682.0,0.0
2688,56074.0,"Office, Other",Small- and Mid-Sized Office,Other,1929,4,1.0,47.59986,-122.33195,DOWNTOWN,5134446.0,2092919.0,2659447.0,382080.0
2691,25880.0,Medical Office,Medical Office,,2010,2,1.0,47.5195,-122.26935,SOUTHEAST,1941728.75,1805820.0,135908.0,0.0
2695,34408.0,"Office, Worship Facility",Worship Facility,Office,1927,3,1.0,47.66517,-122.31037,NORTHEAST,1080821.0,432910.0,647911.0,0.0
2697,21075.0,"Office, Social/Meeting Hall",Social/Meeting Hall,Office,2004,2,1.0,47.66453,-122.30999,NORTHEAST,1581036.75,652060.0,928977.0,0.0
2699,63922.0,Worship Facility,Worship Facility,,1950,3,1.0,47.67842,-122.31949,NORTHEAST,1544995.75,759192.0,785803.0,0.0
2704,56896.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1965,4,1.0,47.67819,-122.3231,NORTHWEST,1402048.5,997123.0,404925.0,0.0
2706,27500.0,Worship Facility,Worship Facility,,1978,2,1.0,47.67783,-122.32577,NORTHWEST,577123.125,343669.0,233454.0,0.0
2707,33000.0,"Distribution Center, Office",Small- and Mid-Sized Office,Distribution Center,1930,2,1.0,47.59856,-122.33248,DOWNTOWN,541943.3125,541943.0,0.0,0.0
2708,26838.0,"Office, Other",Small- and Mid-Sized Office,Other,1900,3,1.0,47.59954,-122.33115,DOWNTOWN,2099386.75,1095970.0,1003417.0,0.0
2709,41920.0,Office,Small- and Mid-Sized Office,,1906,5,1.0,47.59971,-122.33065,DOWNTOWN,1103594.75,1103595.0,0.0,0.0
2710,44000.0,Office,Small- and Mid-Sized Office,,1905,5,1.0,47.60048,-122.33157,DOWNTOWN,1537570.25,1186017.0,351553.0,0.0
2715,27322.0,Office,Small- and Mid-Sized Office,,1905,2,1.0,47.60026,-122.3299,DOWNTOWN,1078535.75,1078536.0,0.0,0.0
2716,43484.0,"Non-Refrigerated Warehouse, Office, Retail Store",Warehouse,Retail Store,1906,4,1.0,47.59986,-122.32987,DOWNTOWN,1567040.75,1567041.0,0.0,0.0
2720,28800.0,"Office, Other, Retail Store",Mixed Use Property,Other,1900,3,1.0,47.599,-122.32717,DOWNTOWN,981009.125,981009.0,0.0,0.0
2721,29358.0,"Hotel, Retail Store",Hotel,Retail Store,1925,4,1.0,47.5985,-122.32677,DOWNTOWN,4857581.5,1827547.0,3030034.0,0.0
2722,43380.0,Senior Care Community,Senior Care Community,,1998,3,1.0,47.59603,-122.326,DOWNTOWN,3185108.0,1624030.0,1561078.0,0.0
2723,30800.0,Office,Small- and Mid-Sized Office,,1970,2,1.0,47.5962,-122.32548,DOWNTOWN,987063.6875,893799.0,93265.0,0.0
2737,49630.0,"Non-Refrigerated Warehouse, Office, Retail Store",Warehouse,Retail Store,1938,1,1.0,47.65429,-122.32618,LAKE UNION,942415.1875,938199.0,4216.0,0.0
2738,44510.0,"Office, Parking",Small- and Mid-Sized Office,Parking,2007,3,1.0,47.65373,-122.32721,LAKE UNION,2188051.25,2188051.0,0.0,0.0
2739,21624.0,Worship Facility,Worship Facility,,1954,1,1.0,47.71705,-122.28577,NORTH,666687.5,313117.0,353571.0,0.0
2742,48799.0,K-12 School,K-12 School,,1970,1,1.0,47.6763,-122.3285,NORTHWEST,2145603.5,894324.0,1251280.0,0.0
2744,51026.0,K-12 School,K-12 School,,1925,3,1.0,47.66828,-122.3266,NORTHWEST,1403094.75,960186.0,442909.0,0.0
2747,21600.0,"Office, Restaurant",Small- and Mid-Sized Office,Restaurant,1993,3,1.0,47.59819,-122.32599,DOWNTOWN,1539176.625,1069041.0,470135.0,0.0
2751,40552.0,Hotel,Hotel,,1910,5,1.0,47.59983,-122.32598,DOWNTOWN,1200180.875,227435.0,972746.0,0.0
2758,134974.0,"Parking, Senior Care Community",Senior Care Community,Parking,2005,7,1.0,47.60155,-122.32585,DOWNTOWN,4760734.0,2316332.0,2444402.0,0.0
2759,31432.0,"Multifamily Housing, Office, Other",Small- and Mid-Sized Office,Other,1909,3,1.0,47.60105,-122.32542,DOWNTOWN,1439572.375,1439572.0,0.0,0.0
2761,24550.0,"Office, Retail Store",Retail Store,Office,1917,2,1.0,47.59935,-122.32468,DOWNTOWN,977230.3125,90201.0,114794.0,0.0
2767,61052.0,K-12 School,K-12 School,,2000,2,1.0,47.65753,-122.32405,LAKE UNION,2366929.5,1688937.0,677992.0,0.0
2770,21784.0,"Office, Social/Meeting Hall",Social/Meeting Hall,Office,1908,3,1.0,47.60285,-122.31458,CENTRAL,1028277.313,433559.0,594718.0,0.0
2773,20008.0,College/University,University,,1956,3,1.0,47.66252,-122.31005,NORTHEAST,1516415.75,375554.0,1140862.0,0.0
2782,25826.0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Mixed Use Property,Fitness Center/Health Club/Gym,2005,2,1.0,47.60153,-122.31986,EAST,2217620.0,791940.0,1425680.0,0.0
2783,74840.0,Senior Care Community,Senior Care Community,,1987,2,1.0,47.60133,-122.31088,CENTRAL,8268496.5,4111042.0,4157454.0,0.0
2784,30890.0,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,Social/Meeting Hall,1913,3,1.0,47.60133,-122.31088,CENTRAL,2473302.0,576892.0,1896410.0,0.0
2785,22344.0,K-12 School,K-12 School,,1925,2,1.0,47.6032,-122.30596,CENTRAL,1522596.75,555586.0,967011.0,0.0
2789,26000.0,College/University,University,,1921,3,1.0,47.62531,-122.32303,EAST,2466100.0,753713.0,1712387.0,0.0
2790,28880.0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other,Fitness Center/Health Club/Gym,1950,2,1.0,47.68475,-122.38257,BALLARD,1631479.125,658940.0,972539.0,0.0
2791,53051.0,"Multifamily Housing, Office, Restaurant",Mixed Use Property,Multifamily Housing,1909,3,1.0,47.59737,-122.32487,DOWNTOWN,4729846.5,1323792.0,0.0,0.0
2795,31841.0,"Office, Supermarket/Grocery Store",Supermarket / Grocery Store,Office,1997,1,1.0,47.58217,-122.38479,SOUTHWEST,13140574.0,6365315.0,6775259.0,0.0
2796,57566.0,"Parking, Senior Care Community",Senior Care Community,Parking,2000,4,1.0,47.58212,-122.38611,SOUTHWEST,4215991.5,2870024.0,1345967.0,0.0
2798,26465.0,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Mixed Use Property,Fitness Center/Health Club/Gym,1988,2,1.0,47.627,-122.29153,EAST,2735811.5,1450920.0,1284891.0,0.0
2800,57126.0,"Office, Other, Parking, Retail Store",Mixed Use Property,Retail Store,1999,2,1.0,47.66272,-122.31798,NORTHEAST,5652231.0,5652230.0,0.0,0.0
2802,57247.0,K-12 School,K-12 School,,1928,2,1.0,47.6622,-122.27796,NORTHEAST,2155390.25,665637.0,1489754.0,0.0
2803,41256.0,Non-Refrigerated Warehouse,Warehouse,,1960,1,1.0,47.54761,-122.32759,GREATER DUWAMISH,1368120.5,931104.0,437016.0,0.0
2804,30019.0,"Non-Refrigerated Warehouse, Office, Parking",Small- and Mid-Sized Office,Non-Refrigerated Warehouse,1969,1,1.0,47.54494,-122.32543,GREATER DUWAMISH,1295485.25,904631.0,390854.0,0.0
2814,241389.0,"Office, Parking, Senior Care Community",Senior Care Community,Parking,1960,10,1.0,47.62684,-122.35736,MAGNOLIA / QUEEN ANNE,9161371.0,9161370.0,0.0,0.0
2815,22962.0,"Parking, Worship Facility",Worship Facility,Parking,1963,2,1.0,47.58671,-122.30201,SOUTHEAST,470666.6875,123878.0,346789.0,0.0
2823,420857.0,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,Multifamily Housing,2008,20,1.0,47.60742,-122.33919,DOWNTOWN,59107620.0,24332652.0,15120205.0,19654762.0
2829,21040.0,Non-Refrigerated Warehouse,Warehouse,,1976,1,1.0,47.54443,-122.32688,GREATER DUWAMISH,592088.125,266815.0,325273.0,0.0
2830,30000.0,Non-Refrigerated Warehouse,Warehouse,,1951,2,1.0,47.54491,-122.32758,GREATER DUWAMISH,1321065.0,510536.0,810529.0,0.0
2831,25620.0,Distribution Center,Distribution Center,,1974,1,1.0,47.54333,-122.32792,GREATER DUWAMISH,550324.1875,189949.0,360375.0,0.0
2832,33238.0,Non-Refrigerated Warehouse,Warehouse,,1992,3,1.0,47.59775,-122.32219,DOWNTOWN,1632472.0,1632472.0,0.0,0.0
2833,11093.0,K-12 School,K-12 School,,1912,4,1.0,47.60745,-122.32542,EAST,1181428.75,528460.0,652969.0,0.0
2835,306027.0,"Bank Branch, Office, Parking",Large Office,Parking,2000,6,1.0,47.60331,-122.33389,DOWNTOWN,13270687.0,13270685.0,0.0,0.0
2839,31746.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1998,1,1.0,47.54427,-122.38609,SOUTHWEST,8687690.0,5528496.0,3159194.0,0.0
2841,37600.0,"Non-Refrigerated Warehouse, Office, Other",Mixed Use Property,Other,1961,2,1.0,47.65532,-122.37133,MAGNOLIA / QUEEN ANNE,2171751.5,472249.0,1699502.0,0.0
2851,42128.0,K-12 School,K-12 School,,1954,1,1.0,47.70597,-122.36113,NORTHWEST,1709307.5,893537.0,815770.0,0.0
2857,46545.0,K-12 School,K-12 School,,1932,2,1.0,47.68644,-122.38905,BALLARD,1638691.625,558868.0,1079824.0,0.0
2862,33708.0,Other,Other,,1912,3,1.0,47.61314,-122.32262,EAST,786324.0,567086.0,52750.0,166488.4063
2881,47661.0,Other,Other,,1948,2,1.0,47.73368,-122.31366,NORTH,5981430.0,5981430.0,0.0,0.0
2894,60882.0,K-12 School,K-12 School,,1989,2,1.0,47.67363,-122.39152,BALLARD,1586388.75,1586389.0,0.0,0.0
2896,41447.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,1997,1,1.0,47.68217,-122.31675,NORTHEAST,13906080.0,8112028.0,5794050.0,0.0
2897,26373.0,Worship Facility,Worship Facility,,1938,3,1.0,47.66295,-122.31494,NORTHEAST,964236.0,282478.0,681758.0,0.0
2901,69663.0,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Small- and Mid-Sized Office,Restaurant,1956,2,6.0,47.60207,-122.28481,CENTRAL,3605749.75,3605750.0,0.0,0.0
2904,16307.0,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Mixed Use Property,Other - Public Services,1947,2,1.0,47.62164,-122.31238,EAST,1607972.25,726238.0,881734.0,0.0
2912,23040.0,Distribution Center,Distribution Center,,1921,3,1.0,47.63319,-122.36294,MAGNOLIA / QUEEN ANNE,421430.0,421430.0,0.0,0.0
2913,34856.0,Other,Other,,1956,2,1.0,47.63286,-122.36141,MAGNOLIA / QUEEN ANNE,5447076.5,5447076.0,0.0,0.0
2916,24024.0,"Non-Refrigerated Warehouse, Other - Services",Warehouse,Other - Services,1977,1,1.0,47.53104,-122.32784,GREATER DUWAMISH,375773.5938,375773.0,0.0,0.0
2917,42420.0,"Non-Refrigerated Warehouse, Office, Other",Warehouse,Other,1953,1,1.0,47.53326,-122.32579,GREATER DUWAMISH,965425.1875,474320.0,491105.0,0.0
2918,36982.0,"Distribution Center, Office",Distribution Center,Office,1979,1,1.0,47.53379,-122.33063,GREATER DUWAMISH,374753.8125,282354.0,92400.0,0.0
2919,23376.0,"Non-Refrigerated Warehouse, Office, Parking",Warehouse,Office,1964,2,1.0,47.53651,-122.32954,GREATER DUWAMISH,439266.9063,439267.0,0.0,0.0
2924,30720.0,"Office, Other, Parking",Other,Parking,1948,2,1.0,47.62518,-122.35317,MAGNOLIA / QUEEN ANNE,1683064.25,482047.0,1201017.0,0.0
2926,23232.0,Non-Refrigerated Warehouse,Warehouse,,1972,1,1.0,47.56626,-122.3244,GREATER DUWAMISH,127374.0,127374.0,0.0,0.0
2927,32546.0,Non-Refrigerated Warehouse,Warehouse,,1974,1,1.0,47.56501,-122.3248,GREATER DUWAMISH,1063269.125,841364.0,221905.0,0.0
2928,25577.0,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,Non-Refrigerated Warehouse,1961,1,1.0,47.56477,-122.32628,GREATER DUWAMISH,895784.6875,723667.0,172117.0,0.0
2929,42844.0,Non-Refrigerated Warehouse,Warehouse,,1974,1,1.0,47.56448,-122.32484,GREATER DUWAMISH,405062.0,405062.0,0.0,0.0
2930,20410.0,Office,Small- and Mid-Sized Office,,1995,3,1.0,47.65576,-122.34208,LAKE UNION,2720238.25,1444160.0,1276078.0,0.0
2938,24696.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1983,3,1.0,47.70349,-122.33424,NORTHWEST,624125.625,624125.0,0.0,0.0
2944,45174.0,K-12 School,K-12 School,,1956,1,1.0,47.71487,-122.32959,NORTHWEST,1980825.25,786971.0,1193854.0,0.0
2945,24955.0,Worship Facility,Worship Facility,,2002,1,1.0,47.71479,-122.32824,NORTHWEST,689803.0,320006.0,369797.0,0.0
2961,63035.0,"Parking, Senior Care Community",Senior Care Community,Parking,2006,3,1.0,47.62684,-122.34843,MAGNOLIA / QUEEN ANNE,1725558.0,1063578.0,661980.0,0.0
2962,34074.0,Other/Specialty Hospital,Other,,1991,3,1.0,47.62342,-122.29688,CENTRAL,8521989.0,3603789.0,4918200.0,0.0
2963,250800.0,"Hotel, Parking",Hotel,Parking,2006,10,1.0,47.60505,-122.3361,DOWNTOWN,17457560.0,10914911.0,6542646.0,0.0
2981,76475.0,"Other - Education, Worship Facility",Worship Facility,Other - Education,1961,2,1.0,47.71856,-122.32084,NORTH,1765813.625,573241.0,1192573.0,0.0
2982,32961.0,K-12 School,K-12 School,,1988,2,1.0,47.71923,-122.32171,NORTH,1573155.0,446659.0,1126496.0,0.0
2985,12806.0,"Library, Parking",Library,Parking,2004,1,1.0,47.6875,-122.35496,NORTHWEST,1082920.125,668530.0,414390.0,0.0
2993,109794.0,K-12 School,K-12 School,,1950,1,1.0,47.62291,-122.28879,CENTRAL,3296526.25,1294767.0,2001759.0,0.0
2996,46978.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1996,1,1.0,47.70941,-122.31707,NORTH,11521140.0,5923610.0,5597529.0,0.0
2997,22320.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,1907,2,1.0,47.61340332,-122.3203506,EAST,209644.9063,137286.0,72359.0,0.0
2998,24000.0,"Office, Other, Retail Store",Mixed Use Property,Other,1912,3,1.0,47.6139,-122.32034,EAST,932083.5,876004.0,56079.0,0.0
2999,23422.0,Office,Small- and Mid-Sized Office,,1920,3,1.0,47.61393,-122.31589,EAST,2701872.0,334292.0,2367580.0,0.0
3000,38879.0,Urgent Care/Clinic/Other Outpatient,Other,,1975,2,5.0,47.61674,-122.31111,EAST,3371659.75,3257087.0,114572.0,0.0
3009,23040.0,Non-Refrigerated Warehouse,Warehouse,,1920,2,1.0,47.61481,-122.31536,EAST,79711.79688,72845.0,6867.0,0.0
3012,61880.0,Non-Refrigerated Warehouse,Warehouse,,1958,2,1.0,47.61469,-122.31596,EAST,595936.5,595937.0,0.0,0.0
3014,27105.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1925,2,1.0,47.61556,-122.32048,EAST,1027394.313,1024252.0,3142.0,0.0
3019,42230.0,"Other - Services, Retail Store",Other,Retail Store,1924,2,1.0,47.66386,-122.31715,NORTHEAST,1623657.0,1623657.0,0.0,0.0
3020,21886.0,Other,Other,,1929,3,1.0,47.66506,-122.31656,NORTHEAST,2028125.625,964426.0,1063700.0,0.0
3022,30562.0,K-12 School,K-12 School,,2000,2,1.0,47.62291,-122.28879,CENTRAL,1622231.375,659450.0,962781.0,0.0
3024,54969.0,Retail Store,Retail Store,,2000,3,1.0,47.59951,-122.32033,DOWNTOWN,3724098.25,3434704.0,289394.0,0.0
3025,59680.0,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,Worship Facility,1951,2,1.0,47.61395,-122.31253,CENTRAL,1755072.75,911763.0,843310.0,0.0
3028,31822.0,Office,Small- and Mid-Sized Office,,1958,3,1.0,47.61546,-122.31195,EAST,2076289.625,1219253.0,857036.0,0.0
3032,52225.0,Worship Facility,Worship Facility,,1929,1,1.0,47.63193,-122.32126,EAST,3481727.5,751827.0,2729901.0,0.0
3036,27273.0,K-12 School,K-12 School,,1925,2,1.0,47.64063,-122.30428,EAST,1258619.125,436535.0,822084.0,0.0
3045,22106.0,"Non-Refrigerated Warehouse, Office, Parking",Small- and Mid-Sized Office,Non-Refrigerated Warehouse,1982,3,1.0,47.69898,-122.34162,NORTHWEST,954352.6875,557279.0,397074.0,0.0
3057,31805.0,Worship Facility,Worship Facility,,1953,2,1.0,47.64725,-122.39977,MAGNOLIA / QUEEN ANNE,1641667.0,407379.0,1234288.0,0.0
3058,20811.0,K-12 School,K-12 School,,1953,1,1.0,47.64725,-122.39977,MAGNOLIA / QUEEN ANNE,1267348.5,505796.0,761553.0,0.0
3060,19930.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1967,2,1.0,47.59393,-122.32211,GREATER DUWAMISH,1987334.75,847726.0,1139608.0,0.0
3063,46342.0,"Office, Refrigerated Warehouse",Refrigerated Warehouse,Office,1970,1,1.0,47.56268,-122.32364,GREATER DUWAMISH,10005787.0,8922015.0,1083771.0,0.0
3064,36000.0,Other,Other,,1907,5,1.0,47.56166,-122.3237,GREATER DUWAMISH,1111293.75,346376.0,764918.0,0.0
3065,28320.0,"Distribution Center, Parking",Distribution Center,Parking,1971,1,1.0,47.5616,-122.32603,GREATER DUWAMISH,4236396.5,3403624.0,832772.0,0.0
3072,29079.0,Worship Facility,Worship Facility,,1955,1,1.0,47.67816,-122.28998,NORTHEAST,861643.6875,511118.0,350526.0,0.0
3073,28848.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1982,3,1.0,47.63441,-122.28061,EAST,726917.5,726917.0,0.0,0.0
3076,21800.0,"Distribution Center, Office",Small- and Mid-Sized Office,Distribution Center,1988,2,1.0,47.65564,-122.36191,BALLARD,1835804.0,1274260.0,561544.0,0.0
3077,43025.0,"Laboratory, Other",Laboratory,Other,1985,2,1.0,47.65223,-122.36147,MAGNOLIA / QUEEN ANNE,9393108.0,5264469.0,4128638.0,0.0
3079,30800.0,Non-Refrigerated Warehouse,Warehouse,,1965,1,1.0,47.54769,-122.3251,GREATER DUWAMISH,485971.0,485971.0,0.0,0.0
3084,264568.0,Senior Care Community,Senior Care Community,Senior Care Community,1995,3,1.0,47.50061895,-122.2209659,EAST,6723971.5,4318036.0,2405935.0,0.0
3088,37450.0,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Warehouse,Supermarket/Grocery Store,1922,1,1.0,47.59416,-122.3267,GREATER DUWAMISH,924192.6875,894740.0,29453.0,0.0
3094,268130.0,Office,Large Office,,2000,11,1.0,47.59666,-122.32768,DOWNTOWN,15026352.0,14980783.0,45567.0,0.0
3095,68452.0,"Bank Branch, Office",Small- and Mid-Sized Office,Bank Branch,2000,11,1.0,47.59706,-122.32813,DOWNTOWN,3782378.25,3782378.0,0.0,0.0
3096,281566.0,Office,Large Office,,2000,11,1.0,47.59634,-122.32807,DOWNTOWN,14709151.0,14709149.0,0.0,0.0
3097,97500.0,K-12 School,K-12 School,,1924,3,1.0,47.66368,-122.27324,NORTHEAST,3736960.0,910698.0,2826262.0,0.0
3098,54015.0,Office,Small- and Mid-Sized Office,,1982,5,1.0,47.62495,-122.36036,MAGNOLIA / QUEEN ANNE,3020001.5,3020001.0,0.0,0.0
3105,49537.0,"Office, Other, Other - Restaurant/Bar, Strip Mall",Restaurant,Other,1985,13,1.0,47.60805,-122.33978,DOWNTOWN,7798464.0,4351882.0,933062.0,2513519.25
3107,294845.0,"Multifamily Housing, Parking, Retail Store, Senior Care Community",Mixed Use Property,Multifamily Housing,2008,4,1.0,47.66709,-122.30149,NORTHEAST,7574092.0,6097687.0,1476405.0,0.0
3108,119701.0,"Office, Retail Store",Large Office,Retail Store,1982,24,1.0,47.61706,-122.35141,DOWNTOWN,8382140.5,8382139.0,0.0,0.0
3109,20017.0,"Library, Other - Services",Library,Other - Services,1965,1,1.0,47.71986,-122.29809,NORTH,1295685.75,859009.0,436677.0,0.0
3110,67750.0,College/University,University,,2013,1,2.0,47.59677,-122.30172,CENTRAL,3543985.5,2133182.0,1410803.0,0.0
3111,84300.0,College/University,University,,2006,5,1.0,47.61808,-122.32175,EAST,12184124.0,4446528.0,7737596.0,0.0
3114,103000.0,Retail Store,Retail Store,,1991,3,1.0,47.6087,-122.33884,DOWNTOWN,5214621.5,4243144.0,971477.0,0.0
3115,37864.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,2008,1,1.0,47.56137,-122.38524,SOUTHWEST,8025696.0,5407602.0,2618093.0,0.0
3116,66497.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1950,2,1.0,47.62256,-122.32092,EAST,9290214.0,9133009.0,157203.0,0.0
3117,38428.0,Retail Store,Retail Store,,2006,4,1.0,47.62473,-122.34727,MAGNOLIA / QUEEN ANNE,3560614.25,3560614.0,0.0,0.0
3118,45980.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,2006,4,1.0,47.62473,-122.34727,MAGNOLIA / QUEEN ANNE,8305255.0,5369235.0,2936020.0,0.0
3121,45243.0,Retail Store,Retail Store,,1996,3,1.0,47.61378771,-122.3214255,EAST,5313217.0,4307444.0,1005772.0,0.0
3123,45000.0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,Swimming Pool,1991,1,1.0,47.61674,-122.30207,CENTRAL,3505497.0,1051644.0,2453853.0,0.0
3124,766601.0,"Other - Entertainment/Public Assembly, Parking",Parking,Other - Entertainment/Public Assembly,1999,6,1.0,47.59544,-122.33159,GREATER DUWAMISH,13730204.0,9401937.0,4328267.0,0.0
3125,72859.0,Non-Refrigerated Warehouse,Warehouse,,1904,4,1.0,47.55066,-122.31787,GREATER DUWAMISH,1498457.875,1455485.0,42973.0,0.0
3126,138705.0,K-12 School,K-12 School,,2009,2,1.0,47.52374,-122.27201,SOUTHEAST,4959298.0,3004396.0,1954902.0,0.0
3129,31820.0,"Office, Other, Parking",Mixed Use Property,Office,2004,3,1.0,47.5823,-122.32937,GREATER DUWAMISH,1554599.25,969591.0,585008.0,0.0
3130,413825.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1940,0,1.0,47.68454,-122.26235,NORTHEAST,15206762.0,9014872.0,6191888.0,0.0
3131,28050.0,Medical Office,Medical Office,,1960,0,1.0,47.6824,-122.26223,NORTHEAST,2193115.0,1815405.0,377710.0,0.0
3132,63690.0,Office,Small- and Mid-Sized Office,Office,1960,0,1.0,47.68254,-122.26299,NORTHEAST,3947209.25,1398591.0,2548619.0,0.0
3133,111087.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1985,6,1.0,47.60148,-122.33379,DOWNTOWN,4307238.5,4307238.0,0.0,0.0
3134,194834.0,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Mixed Use Property,Supermarket/Grocery Store,1916,2,1.0,47.62256,-122.32092,EAST,2762846.0,2554939.0,207907.0,0.0
3136,87144.0,"Data Center, Distribution Center, Office, Other",Mixed Use Property,Distribution Center,1966,1,5.0,47.57918,-122.32075,GREATER DUWAMISH,8475238.0,3890327.0,4584911.0,0.0
3141,51841.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,2011,1,1.0,47.71864,-122.312,NORTH,11702959.0,6889168.0,4813790.0,0.0
3144,26263.0,Office,Small- and Mid-Sized Office,,1993,1,1.0,47.64779,-122.33352,LAKE UNION,1634669.375,1634669.0,0.0,0.0
3155,20740.0,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other,Fitness Center/Health Club/Gym,1968,1,1.0,47.60668,-122.30242,CENTRAL,5170809.5,2514599.0,2656210.0,0.0
3156,181930.0,Laboratory,Laboratory,,2000,8,1.0,47.60427,-122.32311,EAST,53166156.0,22135959.0,0.0,31030194.0
3158,161424.0,"Office, Other - Services",Large Office,Other - Services,2005,4,1.0,47.5735,-122.32239,GREATER DUWAMISH,40613740.0,35110865.0,5502867.0,0.0
3160,63997.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,2003,4,1.0,47.6239,-122.35756,MAGNOLIA / QUEEN ANNE,8926736.0,8224625.0,702110.0,0.0
3162,590152.0,"Office, Other, Parking",Large Office,Parking,2012,11,1.0,47.62037,-122.33627,LAKE UNION,17463744.0,16565434.0,898308.0,0.0
3163,71578.0,"Multifamily Housing, Office, Parking",Mixed Use Property,Multifamily Housing,1902,6,1.0,47.60121,-122.33518,DOWNTOWN,1357119.875,1357120.0,0.0,0.0
